path	status	priority	upstream_revision	notes
appsFeatures/command_line_tools/utils/bode_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/calib_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/daisy_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/e3_i2c_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/filter_calib_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/generate_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/lcr_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/led_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/monitor_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/other_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/overlay_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/profiles_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/spectrum_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/streaming_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/command_line_tools/utils/updater_util.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/DMM/deepMemoryAcq.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/DMM/deepMemoryAcq_comp.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/DMM/deepMemoryGen_burst.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/DMM/deepMemoryGen_continuous.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/DMM/dmm.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/acquisition/acqRF-1-treshold.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/acquisition/acqRF-2-instant.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/acquisition/acqRF-3-external.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/acquisition/acqRF-5-split_trig.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/acquisition/acqRF-samp-and-dec.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/acquisition/acqRF.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/acquisition_generation/acq_genRF-1-synced.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/acquisition_generation/acq_genRF-2-check_shape.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/acquisition_generation/acq_genRF.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/analog/ana-1-read_analog_inputs.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/analog/ana-2-set_analog_outs.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/analog/ana-3-interactive_set_analog_out.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/analog/analog.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/basic/basic_top.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/basic/button.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/basic/captouch.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/basic/relay.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/click_examples.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/data/data_top.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/data/iso_adc3.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/motor/dcmotor.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/motor/motor_top.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/motor/vibromotor.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/sensor/current.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/sensor/light.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/sensor/motion.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/sensor/sensor_top.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/click_shield_examples/click_board_examples/sensor/thermo16.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-1-i2c_internal.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-10-can.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-2-i2c_hw_api_int.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-3-i2c_ioctl_external.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-4-i2c_ac_dc.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-5-spi_loopback.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-6-spi_hw_api.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-7-uart_loopback.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-8-uart_hw_api.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/dig_com-9-can_loopback.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/communication_interfaces/digcomIF.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/digital/dig-1-led_blink.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/digital/dig-2-bar_graph.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/digital/dig-3-inter_bar_graph.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/digital/dig-4-push_button.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/digital/digital.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/generation/genRF-1-continuous.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/generation/genRF-2-burst.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/generation/genRF-3-external_trig.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/generation/genRF-4-arbitrary.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/generation/genRF-5-two-synced-signals.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/generation/genRF-6-two-asynced-signals.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/generation/genRF-7-sweep.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/generation/genRF.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/lcr/lcr-exm.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-1-uart_fpga_loopback.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-10-can_file.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-11-can_fpga_acq.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-2-uart_file.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-3-uart_fpga_acq.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-4-spi_fpga_loopback.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-5-spi_file.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-6-spi_fpga_acq.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-7-i2c_fpga_loopback.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-8-i2c_file.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/la-9-i2c_fpga_acq.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/logic_analyzer/logic_analyzer_top.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/multiboard_sync/multiboard-1-daisy_chain_acq.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/multiboard_sync/multiboard.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/multiboard_sync/mutliboard-3-click_shield_acq.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/streaming/adc_streaming_cli_example.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/streaming/dac_streaming_cli_example.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/streaming/examples_streaming_top.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/streaming/streaming_adc_api_example.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/streaming/streaming_api_reference.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/streaming/streaming_dac_api_example.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/examples/streaming/streaming_quickstart.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/introAcqGen.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/multichannel/multichannel.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/API_scripts.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-acq.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-analog.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-board.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-can.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-daisy.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-digital.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-dmm.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-gen.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-i2c.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-init.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-lcr.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-logic-analyzer.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-pll.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-spi.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-status-leds.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-temp-prot.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list/commands-uart.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/command_list.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/deepMemoryMode.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/examples_top.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/jupyter/Jupyter.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/knownIssues.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/remoteAndProg.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/remoteControl/scpi.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/supportedFeaturesAndApps.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/systemtool/OS_updater/softwareupdate.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/systemtool/calibration/calibration.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/systemtool/calibration/dc_calibration.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/systemtool/calibration/frequency_calibration.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/systemtool/network_manager/networkManager.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/systemtool/system_info/systemInfo.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
appsFeatures/systemtool/systool.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
customization/custom.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/devGuideTop.rst	done	3	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/advanced/device_tree.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/advanced/device_tree_flows/device_tree_2020_1.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/advanced/device_tree_flows/device_tree_2025_1.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/advanced/fpga_advanced_loading.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/advanced/fpga_boot_loading.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/advanced/jtag_programming.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/advanced/signal_mapping.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/advanced/top.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/fpga_top.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/fpga_tutorials/base_project/top.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/fpga_tutorials/configure_fpga.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/fpga_tutorials/rf_inputs/moving_average.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/fpga_tutorials/rf_inputs/top.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/fpga_tutorials/tutorial_top.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/intro.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/projects/modify_project.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/projects/project_creation.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/projects/project_creation_sdk.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/projects/project_from_scratch.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/projects/top.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/reprogram_fpga.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/sdk_install.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/simulation.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/top.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/vivado_install/vivado_2020_1.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/vivado_install/vivado_2025_1.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/getting_started/vivado_install.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/projects/barebones.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/projects/fsbl.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/projects/logic.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
developerGuide/fpga/projects/stream_app.rst	done	2	2bb2c8e3bfae2c99653348c5815c8c8adaab9a66	首批
